Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Bilheteria,Bilheteria_por_minuto,Ano_Lancamento
354,tt3110958,2016-08-03,2016-12-27,WILL WATCH. $334.9,Truque de Mestre: O 2º Ato,Now You See Me 2,https://www.imdb.com/title/tt3110958/,Filme,6.4,129,2016,"Ação, Aventura, Comédia, Policial, Mistério, Suspense",358690,2016-06-09,Jon M. Chu,334.9,2.5961240310077516,2016.0
355,tt0421715,2014-10-13,2014-10-13,WATCHED. $333.9,O Curioso Caso de Benjamin Button,The Curious Case of Benjamin Button,https://www.imdb.com/title/tt0421715/,Filme,7.8,166,2008,"Drama, Fantasia, Romance",742171,2009-01-16,David Fincher,333.9,2.01144578313253,2009.0
356,tt0087469,2014-10-13,2014-10-13,WATCHED. $333.1,Indiana Jones e o Templo da Perdição,Indiana Jones and the Temple of Doom,https://www.imdb.com/title/tt0087469/,Filme,7.5,118,1984,"Ação, Aventura",565833,1984-07-05,Steven Spielberg,333.1,2.8228813559322035,1984.0
357,tt0120347,2014-10-13,2014-10-13,WILL WATCH. $333.0,007 - O Amanhã Nunca Morre,Tomorrow Never Dies,https://www.imdb.com/title/tt0120347/,Filme,6.5,119,1997,"Ação, Aventura, Suspense",215053,1998-01-16,Roger Spottiswoode,333.0,2.7983193277310923,1998.0
358,tt1979388,2016-01-27,2017-03-03,WILL WATCH. $332.2,O Bom Dinossauro,The Good Dinosaur,https://www.imdb.com/title/tt1979388/,Filme,6.7,93,2015,"Animação, Ação, Aventura, Comédia, Drama, Família, Fantasia",139000,2016-01-07,Peter Sohn,332.2,3.572043010752688,2016.0
359,tt2034800,2017-03-01,2017-04-25,DIDN'T WATCH. $332.0,A Grande Muralha,The Great Wall,https://www.imdb.com/title/tt2034800/,Filme,5.9,103,2016,"Ação, Aventura, Fantasia, Suspense",158694,2017-02-23,Yimou Zhang,332.0,3.2233009708737863,2017.0
360,tt0096874,2014-10-13,2014-10-13,WATCHED. $332.0,De Volta para o Futuro: Parte II,Back to the Future Part II,https://www.imdb.com/title/tt0096874/,Filme,7.8,108,1989,"Aventura, Comédia, Ficção científica",618231,1989-12-14,Robert Zemeckis,332.0,3.074074074074074,1989.0
361,tt2294449,2014-10-13,2014-12-13,WATCHED. $331.3,Anjos da Lei 2,22 Jump Street,https://www.imdb.com/title/tt2294449/,Filme,7.0,112,2014,"Ação, Comédia, Policial, Mistério",437467,2014-09-04,"Phil Lord, Christopher Miller",331.3,2.9580357142857143,2014.0
362,tt0120667,2014-10-13,2014-10-13,WATCHED. $330.6,Quarteto Fantástico,Fantastic Four,https://www.imdb.com/title/tt0120667/,Filme,5.7,106,2005,"Ação, Aventura, Fantasia, Ficção científica",372543,2005-07-08,Tim Story,330.6,3.118867924528302,2005.0
363,tt0212338,2014-10-13,2014-10-13,DIDN'T WATCH. $330.4,Entrando Numa Fria,Meet the Parents,https://www.imdb.com/title/tt0212338/,Filme,7.0,108,2000,"Comédia, Romance",376883,2001-01-12,Jay Roach,330.4,3.059259259259259,2001.0
364,tt0096438,2014-10-13,2014-10-13,WATCHED. $329.8,Uma Cilada para Roger Rabbit,Who Framed Roger Rabbit,https://www.imdb.com/title/tt0096438/,Filme,7.7,104,1988,"Animação, Aventura, Comédia, Policial, Família, Fantasia, Mistério",232540,1988-12-22,Robert Zemeckis,329.8,3.1711538461538464,1988.0
365,tt0947798,2014-10-13,2014-10-13,WILL WATCH. $329.4,Cisne Negro,Black Swan,https://www.imdb.com/title/tt0947798/,Filme,8.0,108,2010,"Drama, Suspense",885228,2011-02-04,Darren Aronofsky,329.4,3.05,2011.0
366,tt0177971,2014-10-13,2014-10-13,WATCHED. $328.7,Mar em Fúria,The Perfect Storm,https://www.imdb.com/title/tt0177971/,Filme,6.5,130,2000,"Ação, Aventura, Drama, Suspense",187805,2000-08-25,Wolfgang Petersen,328.7,2.5284615384615385,2000.0
367,tt0090555,2014-10-13,2014-10-13,DIDN'T WATCH. $328.2,Crocodilo Dundee,Crocodile Dundee,https://www.imdb.com/title/tt0090555/,Filme,6.7,97,1986,"Aventura, Comédia",123820,1987-01-22,Peter Faiman,328.2,3.3835051546391752,1987.0
368,tt0114369,2014-10-13,2014-10-13,WILL WATCH. $327.3,Seven - Os Sete Crimes Capitais,Se7en,https://www.imdb.com/title/tt0114369/,Filme,8.6,127,1995,"Policial, Drama, Mistério, Suspense",2006903,1995-12-15,David Fincher,327.3,2.5771653543307087,1995.0
369,tt0458352,2015-04-06,2015-04-06,WATCHED. $326.6,O Diabo Veste Prada,The Devil Wears Prada,https://www.imdb.com/title/tt0458352/,Filme,7.0,109,2006,"Comédia, Drama",526908,2006-09-22,David Frankel,326.6,2.996330275229358,2006.0
370,tt2446042,2015-02-09,2016-02-18,WILL WATCH. $326.5,Busca Implacável 3,Taken 3,https://www.imdb.com/title/tt2446042/,Filme,6.0,108,2014,"Ação, Policial, Suspense",214373,2015-01-22,Olivier Megaton,326.5,3.0231481481481484,2015.0
371,tt0116583,2014-10-13,2014-10-13,WATCHED. $325.3,O Corcunda de Notre Dame,The Hunchback of Notre Dame,https://www.imdb.com/title/tt0116583/,Filme,7.0,91,1996,"Animação, Drama, Família, Musical, Romance",183551,1996-06-28,"Gary Trousdale, Kirk Wise",325.3,3.574725274725275,1996.0
372,tt1067106,2014-10-13,2014-10-13,WATCHED. $325.3,Os Fantasmas de Scrooge,A Christmas Carol,https://www.imdb.com/title/tt1067106/,Filme,6.8,96,2009,"Animação, Aventura, Comédia, Drama, Família, Fantasia",140734,2009-11-06,Robert Zemeckis,325.3,3.388541666666667,2009.0
373,tt2279373,2015-03-16,2016-02-18,DIDN'T WATCH. $323.4,Bob Esponja: Um Herói Fora d'Água,The SpongeBob Movie: Sponge Out of Water,https://www.imdb.com/title/tt2279373/,Filme,6.0,92,2015,"Animação, Aventura, Comédia, Família, Fantasia",67314,2015-02-05,"Paul Tibbitt, Mike Mitchell",323.4,3.5152173913043474,2015.0
374,tt1001526,2014-10-13,2014-10-13,WATCHED. $321.9,Megamente,Megamind,https://www.imdb.com/title/tt1001526/,Filme,7.3,95,2010,"Animação, Ação, Aventura, Comédia, Policial, Família, Fantasia, Ficção científica",323789,2010-12-03,Tom McGrath,321.9,3.388421052631579,2010.0
375,tt0104714,2014-10-13,2014-10-13,DIDN'T WATCH. $321.7,Máquina Mortífera 3,Lethal Weapon 3,https://www.imdb.com/title/tt0104714/,Filme,6.7,118,1992,"Ação, Policial, Suspense",187964,1992-08-07,Richard Donner,321.7,2.7262711864406777,1992.0
376,tt0955308,2014-10-13,2014-10-13,DIDN'T WATCH. $321.7,Robin Hood,Robin Hood,https://www.imdb.com/title/tt0955308/,Filme,6.6,140,2010,"Ação, Aventura, Drama, História",295613,2010-05-14,Ridley Scott,321.7,2.2978571428571426,2010.0
377,tt0361748,2014-10-13,2014-10-13,DIDN'T WATCH. $321.5,Bastardos Inglórios,Inglourious Basterds,https://www.imdb.com/title/tt0361748/,Filme,8.4,153,2009,"Aventura, Drama, Guerra",1770004,2009-10-09,Quentin Tarantino,321.5,2.1013071895424837,2009.0
378,tt0108052,2014-10-13,2014-10-13,WATCHED. $321.3,A Lista de Schindler,Schindler's List,https://www.imdb.com/title/tt0108052/,Filme,9.0,195,1993,"Biografia, Drama, História",1577956,1994-03-11,Steven Spielberg,321.3,1.6476923076923078,1994.0
379,tt0115433,2014-10-13,2014-10-13,WATCHED. $320.7,101 Dálmatas,101 Dalmatians,https://www.imdb.com/title/tt0115433/,Filme,5.8,103,1996,"Aventura, Comédia, Policial, Família",124117,1996-12-14,Stephen Herek,320.7,3.1135922330097086,1996.0
380,tt3065204,2016-07-19,2017-08-10,WATCHED. $320.3,Invocação do Mal 2,The Conjuring 2,https://www.imdb.com/title/tt3065204/,Filme,7.3,134,2016,"Terror, Mistério, Suspense",340584,2016-06-09,James Wan,320.3,2.3902985074626866,2016.0
381,tt0093010,2014-10-13,2014-10-13,DIDN'T WATCH. $320.1,Atração Fatal,Fatal Attraction,https://www.imdb.com/title/tt0093010/,Filme,6.9,119,1987,"Drama, Suspense",110699,1988-01-14,Adrian Lyne,320.1,2.689915966386555,1988.0
382,tt0938283,2014-10-13,2014-10-13,DIDN'T WATCH. $319.7,O Último Mestre do Ar,The Last Airbender,https://www.imdb.com/title/tt0938283/,Filme,3.9,103,2010,"Ação, Aventura, Família, Fantasia",180789,2010-08-20,M. Night Shyamalan,319.7,3.103883495145631,2010.0
383,tt1457767,2014-10-13,2014-10-13,WATCHED. $318.0,Invocação do Mal,The Conjuring,https://www.imdb.com/title/tt1457767/,Filme,7.5,112,2013,"Terror, Mistério, Suspense",618456,2013-09-13,James Wan,318.0,2.8392857142857144,2013.0
384,tt1041829,2014-10-13,2014-10-13,WATCHED. $317.4,A Proposta,The Proposal,https://www.imdb.com/title/tt1041829/,Filme,6.8,108,2009,"Comédia, Drama, Romance",394400,2009-07-10,Anne Fletcher,317.4,2.9388888888888887,2009.0
385,tt0086960,2014-10-13,2014-10-13,DIDN'T WATCH. $316.4,Um Tira da Pesada,Beverly Hills Cop,https://www.imdb.com/title/tt0086960/,Filme,7.4,105,1984,"Ação, Comédia, Policial, Suspense",231164,1985-03-08,Martin Brest,316.4,3.013333333333333,1985.0
386,tt0118571,2014-10-13,2015-08-04,WILL WATCH. $315.2,Força Aérea Um,Air Force One,https://www.imdb.com/title/tt0118571/,Filme,6.5,124,1997,"Ação, Policial, Drama, Suspense",223080,1997-11-14,Wolfgang Petersen,315.2,2.541935483870968,1997.0
387,tt1764651,2014-10-13,2017-01-29,WILL WATCH. $315.0,Os Mercenários 2,The Expendables 2,https://www.imdb.com/title/tt1764651/,Filme,6.6,103,2012,"Ação, Aventura, Suspense",333798,2012-08-31,Simon West,315.0,3.058252427184466,2012.0
388,tt0371606,2014-10-13,2014-10-13,WATCHED. $314.4,O Galinho Chicken Little,Chicken Little,https://www.imdb.com/title/tt0371606/,Filme,5.7,81,2005,"Animação, Aventura, Comédia, Família, Fantasia, Ficção científica",108619,2005-11-11,Mark Dindal,314.4,3.8814814814814813,2005.0
389,tt0119822,2014-10-13,2014-10-13,WATCHED. $314.2,Melhor é Impossível,As Good as It Gets,https://www.imdb.com/title/tt0119822/,Filme,7.7,139,1997,"Comédia, Drama, Romance",337386,1998-03-06,James L. Brooks,314.2,2.260431654676259,1998.0
390,tt0268978,2014-10-14,2014-10-14,WILL WATCH. $313.5,Uma Mente Brilhante,A Beautiful Mind,https://www.imdb.com/title/tt0268978/,Filme,8.2,135,2001,"Biografia, Drama, Mistério",1049589,2002-02-15,Ron Howard,313.5,2.3222222222222224,2002.0
391,tt4046784,2015-11-02,2016-01-25,WATCHED. $312.3,Maze Runner: Prova de Fogo,Maze Runner: The Scorch Trials,https://www.imdb.com/title/tt4046784/,Filme,6.3,131,2015,"Ação, Aventura, Ficção científica, Suspense",305427,2015-09-17,Wes Ball,312.3,2.383969465648855,2015.0
392,tt2592614,2017-03-15,2017-04-03,WILL WATCH. $312.2,Resident Evil 6: O Capítulo Final,Resident Evil: The Final Chapter,https://www.imdb.com/title/tt2592614/,Filme,5.5,107,2016,"Ação, Terror, Ficção científica, Suspense",107778,2017-01-26,Paul W.S. Anderson,312.2,2.9177570093457943,2017.0
393,tt0145660,2014-10-13,2014-10-13,WILL WATCH. $312.0,Austin Powers: O Agente 'Bond' Cama,Austin Powers: The Spy Who Shagged Me,https://www.imdb.com/title/tt0145660/,Filme,6.7,95,1999,"Ação, Aventura, Comédia, Policial",261855,1999-10-08,Jay Roach,312.0,3.2842105263157895,1999.0
394,tt0496806,2014-10-13,2014-10-13,WATCHED. $311.3,Treze Homens e um Novo Segredo,Ocean's Thirteen,https://www.imdb.com/title/tt0496806/,Filme,6.9,122,2007,"Policial, Suspense",386004,2007-06-22,Steven Soderbergh,311.3,2.5516393442622953,2007.0
395,tt4116284,2017-04-10,2017-06-10,WATCHED. $310.9,Lego Batman: O Filme,The Lego Batman Movie,https://www.imdb.com/title/tt4116284/,Filme,7.3,104,2017,"Animação, Ação, Aventura, Comédia, Família, Fantasia, Ficção científica",191304,2017-02-09,Chris McKay,310.9,2.9894230769230767,2017.0
396,tt0970866,2014-10-13,2014-10-13,DIDN'T WATCH. $310.7,Entrando Numa Fria Maior Ainda com a Família,Little Fockers,https://www.imdb.com/title/tt0970866/,Filme,5.5,98,2010,"Comédia, Romance",125586,2011-01-07,Paul Weitz,310.7,3.170408163265306,2011.0
397,tt0397892,2014-10-13,2014-10-13,WATCHED. $310.0,Bolt: Supercão,Bolt,https://www.imdb.com/title/tt0397892/,Filme,6.8,96,2008,"Animação, Aventura, Comédia, Policial, Drama, Família, Ficção científica",246798,2009-01-01,"Byron Howard, Chris Williams",310.0,3.2291666666666665,2009.0
398,tt0338348,2014-10-13,2017-01-29,WATCHED. $309.8,O Expresso Polar,The Polar Express,https://www.imdb.com/title/tt0338348/,Filme,6.6,100,2004,"Animação, Aventura, Família, Fantasia, Musical",270347,2004-12-03,Robert Zemeckis,309.8,3.0980000000000003,2004.0
399,tt0117438,2014-10-13,2014-10-13,DIDN'T WATCH. $309.5,O Preço de um Resgate,Ransom,https://www.imdb.com/title/tt0117438/,Filme,6.7,121,1996,"Ação, Policial, Drama, Suspense",143559,1997-01-17,Ron Howard,309.5,2.5578512396694215,1997.0
400,tt0163187,2014-10-13,2014-10-13,WATCHED. $309.5,Noiva em Fuga,Runaway Bride,https://www.imdb.com/title/tt0163187/,Filme,5.6,116,1999,"Comédia, Romance",110204,1999-09-10,Garry Marshall,309.5,2.668103448275862,1999.0
401,tt0878804,2014-10-13,2014-10-13,WILL WATCH. $309.2,Um Sonho Possível,The Blind Side,https://www.imdb.com/title/tt0878804/,Filme,7.6,129,2009,"Biografia, Drama, Esportes",385217,2010-03-19,John Lee Hancock,309.2,2.3968992248062015,2010.0
402,tt2582846,2014-10-13,2015-07-27,WATCHED. $307.2,A Culpa é das Estrelas,The Fault in Our Stars,https://www.imdb.com/title/tt2582846/,Filme,7.6,126,2014,"Drama, Romance",423324,2014-06-05,Josh Boone,307.2,2.438095238095238,2014.0
403,tt0454921,2014-10-13,2014-10-13,WATCHED. $307.1,À Procura da Felicidade,The Pursuit of Happyness,https://www.imdb.com/title/tt0454921/,Filme,8.0,117,2006,"Biografia, Drama",616742,2007-02-02,Gabriele Muccino,307.1,2.624786324786325,2007.0
404,tt1446192,2014-10-13,2014-10-13,WATCHED. $306.9,A Origem dos Guardiões,Rise of the Guardians,https://www.imdb.com/title/tt1446192/,Filme,7.2,97,2012,"Animação, Ação, Aventura, Comédia, Drama, Família, Fantasia, Ficção científica",208323,2012-11-30,Peter Ramsey,306.9,3.1639175257731957,2012.0
405,tt0075860,2014-10-13,2017-11-08,WILL WATCH. $306.9,Contatos Imediatos do Terceiro Grau,Close Encounters of the Third Kind,https://www.imdb.com/title/tt0075860/,Filme,7.6,138,1977,"Drama, Ficção científica",232130,1978-02-27,Steven Spielberg,306.9,2.2239130434782606,1978.0
406,tt0299658,2014-10-13,2014-10-13,WILL WATCH. $306.8,Chicago,Chicago,https://www.imdb.com/title/tt0299658/,Filme,7.2,113,2002,"Comédia, Policial, Musical",255721,2003-03-07,Rob Marshall,306.8,2.7150442477876107,2003.0
407,tt1646987,2014-10-13,2014-10-13,WILL WATCH. $305.3,Fúria de Titãs 2,Wrath of the Titans,https://www.imdb.com/title/tt1646987/,Filme,5.7,99,2012,"Ação, Aventura, Fantasia",202924,2012-03-30,Jonathan Liebesman,305.3,3.083838383838384,2012.0
408,tt5140878,2017-09-13,2017-11-08,WATCHED. $305.1,Annabelle 2: A Criação do Mal,Annabelle: Creation,https://www.imdb.com/title/tt5140878/,Filme,6.5,109,2017,"Terror, Mistério, Suspense",169005,2017-08-17,David F. Sandberg,305.1,2.7990825688073397,2017.0
409,tt1606378,2014-10-13,2014-10-13,WILL WATCH. $304.7,Duro de Matar: Um Bom Dia para Morrer,A Good Day to Die Hard,https://www.imdb.com/title/tt1606378/,Filme,5.2,98,2013,"Ação, Suspense",222743,2013-02-22,John Moore,304.7,3.1091836734693876,2013.0
410,tt0120762,2014-10-13,2014-10-13,WATCHED. $304.3,Mulan,Mulan,https://www.imdb.com/title/tt0120762/,Filme,7.7,87,1998,"Animação, Aventura, Comédia, Família, Fantasia, Musical, Guerra",344168,1998-07-01,"Tony Bancroft, Barry Cook",304.3,3.4977011494252874,1998.0
411,tt1355644,2017-05-18,2017-05-18,WATCHED. $303.1,Passageiros,Passengers,https://www.imdb.com/title/tt1355644/,Filme,7.0,116,2016,"Drama, Romance, Ficção científica, Suspense",492872,2017-01-05,Morten Tyldum,303.1,2.612931034482759,2017.0
412,tt1440129,2014-10-14,2014-10-14,DIDN'T WATCH. $303.0,Battleship: A Batalha dos Mares,Battleship,https://www.imdb.com/title/tt1440129/,Filme,5.8,131,2012,"Ação, Aventura, Ficção científica, Suspense",268670,2012-05-11,Peter Berg,303.0,2.312977099236641,2012.0
413,tt0119528,2014-10-14,2014-10-14,WATCHED. $302.7,O Mentiroso,Liar Liar,https://www.imdb.com/title/tt0119528/,Filme,6.9,86,1997,"Comédia, Fantasia",361148,1997-05-30,Tom Shadyac,302.7,3.519767441860465,1997.0
414,tt1046173,2014-10-14,2014-10-14,WATCHED. $302.5,G.I. Joe: A Origem de Cobra,G.I. Joe: The Rise of Cobra,https://www.imdb.com/title/tt1046173/,Filme,5.7,118,2009,"Ação, Aventura, Ficção científica, Suspense",221081,2009-08-07,Stephen Sommers,302.5,2.5635593220338984,2009.0
415,tt0102057,2014-10-14,2014-10-14,WILL WATCH. $300.9,Hook: A Volta do Capitão Gancho,Hook,https://www.imdb.com/title/tt0102057/,Filme,6.8,142,1991,"Aventura, Comédia, Família, Fantasia",290254,1992-04-24,Steven Spielberg,300.9,2.119014084507042,1992.0
416,tt0089927,2014-10-14,2014-10-14,DIDN'T WATCH. $300.5,Rocky IV,Rocky IV,https://www.imdb.com/title/tt0089927/,Filme,6.9,91,1985,"Drama, Esportes",243760,1986-01-17,Sylvester Stallone,300.5,3.302197802197802,1986.0
417,tt0089880,2014-10-14,2014-10-14,DIDN'T WATCH. $300.4,Rambo II: A Missão,Rambo: First Blood Part II,https://www.imdb.com/title/tt0089880/,Filme,6.5,96,1985,"Ação, Aventura, Suspense",195104,1985-08-16,George P. Cosmatos,300.4,3.1291666666666664,1985.0
418,tt0338526,2014-10-14,2014-10-14,DIDN'T WATCH. $300.3,Van Helsing: O Caçador de Monstros,Van Helsing,https://www.imdb.com/title/tt0338526/,Filme,6.1,131,2004,"Ação, Aventura, Fantasia, Suspense",305917,2004-05-07,Stephen Sommers,300.3,2.2923664122137404,2004.0
419,tt1220634,2017-02-23,2017-02-23,WATCHED. $300.2,Resident Evil 4: Recomeço,Resident Evil: Afterlife,https://www.imdb.com/title/tt1220634/,Filme,5.8,96,2010,"Ação, Terror, Ficção científica",186986,2010-09-17,Paul W.S. Anderson,300.2,3.127083333333333,2010.0
420,tt0078346,2014-10-14,2014-10-14,DIDN'T WATCH. $300.2,Superman: O Filme,Superman,https://www.imdb.com/title/tt0078346/,Filme,7.4,143,1978,"Ação, Aventura, Ficção científica",206871,1979-04-02,Richard Donner,300.2,2.099300699300699,1979.0
421,tt0164912,2014-10-14,2014-10-14,WATCHED. $300.1,O Pequeno Stuart Little,Stuart Little,https://www.imdb.com/title/tt0164912/,Filme,6.0,84,1999,"Aventura, Comédia, Família, Fantasia",159791,2000-01-14,Rob Minkoff,300.1,3.572619047619048,2000.0
422,tt0092644,2014-10-14,2014-10-14,DIDN'T WATCH. $300.0,Um Tira da Pesada II,Beverly Hills Cop II,https://www.imdb.com/title/tt0092644/,Filme,6.6,103,1987,"Ação, Comédia, Policial, Suspense",147635,1987-09-03,Tony Scott,300.0,2.912621359223301,1987.0
423,tt2567026,2017-01-30,2017-01-30,WATCHED. $299.5,Alice Através do Espelho,Alice Through the Looking Glass,https://www.imdb.com/title/tt2567026/,Filme,6.2,113,2016,"Aventura, Família, Fantasia, Mistério",134004,2016-05-26,James Bobin,299.5,2.650442477876106,2016.0
424,tt0119738,2014-10-14,2014-10-14,WATCHED. $299.3,O Casamento do Meu Melhor Amigo,My Best Friend's Wedding,https://www.imdb.com/title/tt0119738/,Filme,6.4,105,1997,"Comédia, Drama, Romance",165995,1997-09-12,P.J. Hogan,299.3,2.8504761904761904,1997.0
425,tt0433035,2014-10-14,2014-10-14,WATCHED. $299.3,Gigantes de Aço,Real Steel,https://www.imdb.com/title/tt0433035/,Filme,7.1,127,2011,"Ação, Drama, Ficção científica, Esportes",379279,2011-10-21,Shawn Levy,299.3,2.3566929133858268,2011.0
426,tt5074352,2017-07-25,2017-07-25,DIDN'T WATCH. $298.1,Dangal,Dangal,https://www.imdb.com/title/tt5074352/,Filme,8.3,161,2016,"Ação, Biografia, Drama, Esportes",240838,2017-10-19,Nitesh Tiwari,298.1,1.851552795031056,2017.0
427,tt2908446,2015-04-28,2016-03-17,WATCHED. $297.3,A Série Divergente: Insurgente,The Divergent Series: Insurgent,https://www.imdb.com/title/tt2908446/,Filme,6.2,119,2015,"Ação, Aventura, Romance, Ficção científica, Suspense",270416,2015-03-19,Robert Schwentke,297.3,2.4983193277310924,2015.0
428,tt0451079,2014-10-14,2014-10-14,WATCHED. $297.1,Horton e o Mundo dos Quem!,Horton Hears a Who!,https://www.imdb.com/title/tt0451079/,Filme,6.8,86,2008,"Animação, Aventura, Comédia, Drama, Família, Fantasia, Musical",158092,2008-03-14,"Jimmy Hayward, Steve Martino",297.1,3.454651162790698,2008.0
429,tt0097778,2014-10-14,2014-10-14,DIDN'T WATCH. $297.0,Olha Quem Está Falando,Look Who's Talking,https://www.imdb.com/title/tt0097778/,Filme,6.0,93,1989,"Comédia, Romance",90787,1990-08-03,Amy Heckerling,297.0,3.193548387096774,1990.0
430,tt0295178,2014-10-14,2014-10-14,WILL WATCH. $296.7,Austin Powers em o Homem do Membro de Ouro,Austin Powers in Goldmember,https://www.imdb.com/title/tt0295178/,Filme,6.3,94,2002,"Ação, Aventura, Comédia, Policial",234022,2002-09-13,Jay Roach,296.7,3.1563829787234043,2002.0
431,tt1935859,2016-11-06,2017-02-23,WATCHED. $295.1,O Lar das Crianças Peculiares,Miss Peregrine's Home for Peculiar Children,https://www.imdb.com/title/tt1935859/,Filme,6.7,127,2016,"Aventura, Drama, Família, Fantasia, Suspense",207521,2016-09-29,Tim Burton,295.1,2.3236220472440947,2016.0
432,tt0120903,2014-10-14,2014-10-14,WATCHED. $296.3,X-Men: O Filme,X-Men,https://www.imdb.com/title/tt0120903/,Filme,7.3,104,2000,"Ação, Aventura, Ficção científica",689205,2000-08-11,Bryan Singer,296.3,2.849038461538462,2000.0
433,tt0087332,2014-10-14,2014-10-14,WATCHED. $295.2,Os Caça-Fantasmas,Ghostbusters,https://www.imdb.com/title/tt0087332/,Filme,7.8,105,1984,"Ação, Comédia, Fantasia, Ficção científica",485175,1984-12-20,Ivan Reitman,295.2,2.8114285714285714,1984.0
434,tt1130884,2014-10-14,2014-10-14,WATCHED. $294.8,Ilha do Medo,Shutter Island,https://www.imdb.com/title/tt1130884/,Filme,8.2,138,2010,"Drama, Mistério, Suspense",1632528,2010-03-12,Martin Scorsese,294.8,2.1362318840579713,2010.0
435,tt0118998,2014-10-14,2014-10-14,WATCHED. $294.5,Dr. Dolittle,Doctor Dolittle,https://www.imdb.com/title/tt0118998/,Filme,5.4,85,1998,"Comédia, Família, Fantasia",107449,1998-06-26,Betty Thomas,294.5,3.4647058823529413,1998.0
436,tt0944835,2014-10-14,2014-10-14,WILL WATCH. $293.5,Salt,Salt,https://www.imdb.com/title/tt0944835/,Filme,6.5,100,2010,"Ação, Suspense",342164,2010-07-30,Phillip Noyce,293.5,2.935,2010.0
437,tt0436339,2014-10-14,2014-10-14,DIDN'T WATCH. $292.8,Força-G,G-Force,https://www.imdb.com/title/tt0436339/,Filme,5.1,88,2009,"Animação, Ação, Aventura, Comédia, Família, Fantasia, Ficção científica",53186,2009-08-14,Hoyt Yeatman,292.8,3.3272727272727276,2009.0
438,tt0161081,2014-10-14,2014-10-14,DIDN'T WATCH. $291.4,Revelação,What Lies Beneath,https://www.imdb.com/title/tt0161081/,Filme,6.6,130,2000,"Drama, Terror, Mistério, Suspense",145007,2000-09-07,Robert Zemeckis,291.4,2.2415384615384615,2000.0
439,tt0407887,2014-10-14,2014-10-14,WILL WATCH. $289.8,Os Infiltrados,The Departed,https://www.imdb.com/title/tt0407887/,Filme,8.5,151,2006,"Policial, Drama, Suspense",1545500,2006-11-10,Martin Scorsese,289.8,1.919205298013245,2006.0
440,tt0138097,2014-10-14,2014-10-14,WILL WATCH. $289.3,Shakespeare Apaixonado,Shakespeare in Love,https://www.imdb.com/title/tt0138097/,Filme,7.1,123,1998,"Comédia, Drama, História, Romance",242521,1999-03-12,John Madden,289.3,2.3520325203252033,1999.0
441,tt0486576,2014-10-14,2014-10-14,WATCHED. $289.0,Quarteto Fantástico e o Surfista Prateado,4: Rise of the Silver Surfer,https://www.imdb.com/title/tt0486576/,Filme,5.6,92,2007,"Ação, Aventura, Fantasia, Ficção científica",298051,2007-06-29,Tim Story,289.0,3.141304347826087,2007.0
442,tt1840309,2014-10-14,2017-01-30,WATCHED. $288.9,Divergente,Divergent,https://www.imdb.com/title/tt1840309/,Filme,6.6,139,2014,"Ação, Aventura, Drama, Mistério, Ficção científica",516598,2014-04-17,Neil Burger,288.9,2.07841726618705,2014.0
443,tt0094898,2014-10-14,2014-10-14,DIDN'T WATCH. $288.8,Um Príncipe em Nova York,Coming to America,https://www.imdb.com/title/tt0094898/,Filme,7.1,117,1988,"Comédia, Romance",239110,1988-10-27,John Landis,288.8,2.4683760683760685,1988.0
444,tt0372183,2014-10-14,2014-10-14,WATCHED. $288.5,A Supremacia Bourne,The Bourne Supremacy,https://www.imdb.com/title/tt0372183/,Filme,7.7,108,2004,"Ação, Mistério, Suspense",511366,2004-09-24,Paul Greengrass,288.5,2.6712962962962963,2004.0
445,tt1478338,2014-10-14,2014-10-14,WATCHED. $288.4,Missão Madrinha de Casamento,Bridesmaids,https://www.imdb.com/title/tt1478338/,Filme,6.8,125,2011,Comédia,324320,2011-09-23,Paul Feig,288.4,2.3072,2011.0
446,tt1261945,2014-10-14,2014-10-14,DIDN'T WATCH. $288.3,Sex and the City 2,Sex and the City 2,https://www.imdb.com/title/tt1261945/,Filme,4.6,146,2010,"Comédia, Drama, Romance",88305,2010-05-28,Michael Patrick King,288.3,1.9746575342465755,2010.0
447,tt0112642,2014-10-14,2014-10-14,WATCHED. $287.9,"Gasparzinho, o Fantasminha Camarada",Casper,https://www.imdb.com/title/tt0112642/,Filme,6.2,100,1995,"Comédia, Família, Fantasia",158956,1995-06-23,Brad Silberling,287.9,2.8789999999999996,1995.0
448,tt0389790,2014-10-14,2014-10-14,WILL WATCH. $287.6,Bee Movie: A História de uma Abelha,Bee Movie,https://www.imdb.com/title/tt0389790/,Filme,6.1,91,2007,"Animação, Aventura, Comédia, Drama, Família, Romance",195833,2007-12-07,"Steve Hickner, Simon J. Smith",287.6,3.1604395604395608,2007.0
449,tt0252866,2014-10-14,2014-10-14,WATCHED. $287.6,American Pie: A Segunda Vez é Ainda Melhor,American Pie 2,https://www.imdb.com/title/tt0252866/,Filme,6.5,108,2001,Comédia,285963,2001-12-21,J.B. Rogers,287.6,2.662962962962963,2001.0
450,tt2848292,2016-03-17,2016-03-17,WILL WATCH. $287.5,A Escolha Perfeita 2,Pitch Perfect 2,https://www.imdb.com/title/tt2848292/,Filme,6.4,115,2015,"Comédia, Musical",179649,2015-08-13,Elizabeth Banks,287.5,2.5,2015.0
