Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Bilheteria,Bilheteria_por_minuto,Ano_Lancamento
605,tt3890160,2017-10-25,2017-10-25,WATCHED. $226.8,Em Ritmo de Fuga,Baby Driver,https://www.imdb.com/title/tt3890160/,Filme,7.5,113,2017,"Ação, Policial, Drama, Musical",679676,2017-07-27,Edgar Wright,226.8,2.0070796460176994,2017.0
606,tt0936501,2014-10-26,2014-10-26,WILL WATCH. $226.8,Busca Implacável,Taken,https://www.imdb.com/title/tt0936501/,Filme,7.7,90,2008,"Ação, Policial, Suspense",669682,2008-10-03,Pierre Morel,226.8,2.52,2008.0
607,tt0814255,2014-10-26,2014-10-26,WATCHED. $226.5,Percy Jackson e o Ladrão de Raios,Percy Jackson & the Olympians: The Lightning Thief,https://www.imdb.com/title/tt0814255/,Filme,5.9,118,2010,"Aventura, Família, Fantasia",214618,2010-02-12,Chris Columbus,226.5,1.9194915254237288,2010.0
608,tt1428538,2014-10-26,2014-10-26,DIDN'T WATCH. $226.3,João e Maria: Caçadores de Bruxas,Hansel & Gretel: Witch Hunters,https://www.imdb.com/title/tt1428538/,Filme,6.1,88,2013,"Ação, Fantasia, Terror",226202,2013-01-25,Tommy Wirkola,226.3,2.5715909090909093,2013.0
609,tt0119217,2014-10-26,2014-10-26,DIDN'T WATCH. $225.9,Gênio Indomável,Good Will Hunting,https://www.imdb.com/title/tt0119217/,Filme,8.4,126,1997,"Drama, Romance",1206991,1998-02-20,Gus Van Sant,225.9,1.792857142857143,1998.0
610,tt1285016,2014-10-26,2014-10-26,WATCHED. $224.9,A Rede Social,The Social Network,https://www.imdb.com/title/tt1285016/,Filme,7.8,120,2010,"Biografia, Drama",815461,2010-12-03,David Fincher,224.9,1.8741666666666668,2010.0
611,tt0120630,2014-10-26,2014-10-26,WATCHED. $224.8,A Fuga das Galinhas,Chicken Run,https://www.imdb.com/title/tt0120630/,Filme,7.1,84,2000,"Animação, Aventura, Comédia, Drama, Família",224289,2000-12-22,"Peter Lord, Nick Park",224.8,2.6761904761904765,2000.0
612,tt0118880,2014-10-26,2014-10-26,DIDN'T WATCH. $224.0,Con Air: A Rota de Fuga,Con Air,https://www.imdb.com/title/tt0118880/,Filme,6.9,115,1997,"Ação, Policial, Suspense",338104,1997-06-20,Simon West,224.0,1.9478260869565218,1997.0
613,tt0110148,2014-10-26,2014-10-26,DIDN'T WATCH. $223.7,Entrevista com o Vampiro,Interview with the Vampire: The Vampire Chronicles,https://www.imdb.com/title/tt0110148/,Filme,7.5,123,1994,"Drama, Fantasia, Terror",375047,1994-12-16,Neil Jordan,223.7,1.8186991869918698,1994.0
614,tt0408790,2014-10-26,2014-10-26,DIDN'T WATCH. $223.4,Plano de Vôo,Flightplan,https://www.imdb.com/title/tt0408790/,Filme,6.3,98,2005,"Drama, Mistério, Suspense",184975,2005-10-21,Robert Schwentke,223.4,2.279591836734694,2005.0
615,tt1068680,2014-10-26,2014-10-26,WATCHED. $223.2,Sim Senhor,Yes Man,https://www.imdb.com/title/tt1068680/,Filme,6.8,104,2008,"Comédia, Romance",403683,2009-01-30,Peyton Reed,223.2,2.146153846153846,2009.0
616,tt2239822,2017-09-07,2017-09-28,WILL WATCH. $223.2,Valerian e a Cidade dos Mil Planetas,Valerian and the City of a Thousand Planets,https://www.imdb.com/title/tt2239822/,Filme,6.4,136,2017,"Animação, Ação, Aventura, Fantasia, Ficção científica",208808,2017-08-10,Luc Besson,223.2,1.6411764705882352,2017.0
617,tt2024469,2014-10-26,2016-03-17,WILL WATCH. $222.8,Sem Escalas,Non-Stop,https://www.imdb.com/title/tt2024469/,Filme,6.9,106,2014,"Ação, Mistério, Suspense",286864,2014-02-28,Jaume Collet-Serra,222.8,2.1018867924528304,2014.0
618,tt0097523,2014-10-26,2014-10-26,WATCHED. $222.7,"Querida, Encolhi as Crianças","Honey, I Shrunk the Kids",https://www.imdb.com/title/tt0097523/,Filme,6.4,93,1989,"Aventura, Comédia, Família, Ficção científica",176464,1990-01-18,Joe Johnston,222.7,2.3946236559139784,1990.0
619,tt0361596,2014-10-26,2014-10-26,WATCHED. $222.4,Fahrenheit 11 de Setembro,Fahrenheit 9/11,https://www.imdb.com/title/tt0361596/,Filme,7.5,122,2004,"Documentário, Drama, Guerra",134913,2004-07-30,Michael Moore,222.4,1.8229508196721311,2004.0
620,tt0489099,2014-10-26,2014-10-26,WATCHED. $222.2,Jumper,Jumper,https://www.imdb.com/title/tt0489099/,Filme,6.1,88,2008,"Ação, Aventura, Ficção científica, Suspense",336932,2008-03-28,Doug Liman,222.2,2.525,2008.0
621,tt0120891,2014-10-26,2014-10-26,DIDN'T WATCH. $222.1,As Loucas Aventuras de James West,Wild Wild West,https://www.imdb.com/title/tt0120891/,Filme,4.9,106,1999,"Ação, Comédia, Ficção científica, Faroeste",173106,1999-07-09,Barry Sonnenfeld,222.1,2.0952830188679243,1999.0
622,tt0100404,2014-10-26,2014-10-26,DIDN'T WATCH. $221.3,Acima de Qualquer Suspeita,Presumed Innocent,https://www.imdb.com/title/tt0100404/,Filme,6.9,127,1990,"Mistério, Suspense",52418,1990-10-26,Alan J. Pakula,221.3,1.7425196850393703,1990.0
623,tt0306047,2014-10-26,2014-10-26,WATCHED. $220.7,Todo Mundo em Pânico 3,Scary Movie 3,https://www.imdb.com/title/tt0306047/,Filme,5.6,84,2003,Comédia,171042,2004-01-09,David Zucker,220.7,2.6273809523809524,2004.0
624,tt0319343,2014-10-26,2014-10-26,WILL WATCH. $220.4,Um Duende em Nova York,Elf,https://www.imdb.com/title/tt0319343/,Filme,7.1,97,2003,"Aventura, Comédia, Família, Fantasia, Romance",345749,2003-12-05,Jon Favreau,220.4,2.272164948453608,2003.0
625,tt3062096,2016-12-04,2017-04-03,WATCHED. $220.0,Inferno,Inferno,https://www.imdb.com/title/tt3062096/,Filme,6.2,121,2016,"Ação, Aventura, Policial, Drama, Mistério, Suspense",201735,2016-10-13,Ron Howard,220.0,1.8181818181818181,2016.0
626,tt1133985,2014-10-26,2014-10-26,WATCHED. $219.9,Lanterna Verde,Green Lantern,https://www.imdb.com/title/tt1133985/,Filme,5.5,114,2011,"Ação, Aventura, Ficção científica",307902,2011-08-19,Martin Campbell,219.9,1.9289473684210527,2011.0
627,tt0362227,2014-10-26,2014-10-26,WATCHED. $219.4,O Terminal,The Terminal,https://www.imdb.com/title/tt0362227/,Filme,7.4,128,2004,"Comédia, Drama, Romance",533074,2004-09-10,Steven Spielberg,219.4,1.7140625,2004.0
628,tt1033643,2014-10-26,2014-10-26,WATCHED. $219.4,Jogo de Amor em Las Vegas,What Happens in Vegas,https://www.imdb.com/title/tt1033643/,Filme,6.1,99,2008,"Comédia, Romance",194913,2008-06-27,Tom Vaughan,219.4,2.216161616161616,2008.0
629,tt1230414,2014-10-26,2014-10-26,DIDN'T WATCH. $219.1,Simplesmente Complicado,It's Complicated,https://www.imdb.com/title/tt1230414/,Filme,6.6,121,2009,"Comédia, Drama, Romance",102855,2010-02-26,Nancy Meyers,219.1,1.8107438016528925,2010.0
630,tt0478311,2014-10-26,2014-10-26,WATCHED. $219.1,Ligeiramente Grávidos,Knocked Up,https://www.imdb.com/title/tt0478311/,Filme,6.9,129,2007,"Comédia, Romance",397778,2007-09-21,Judd Apatow,219.1,1.6984496124031008,2007.0
631,tt1535109,2014-10-26,2014-10-26,WATCHED. $218.8,Capitão Phillips,Captain Phillips,https://www.imdb.com/title/tt1535109/,Filme,7.8,134,2013,"Ação, Biografia, Policial, Drama, Suspense",517785,2013-11-08,Paul Greengrass,218.8,1.6328358208955225,2013.0
632,tt0120794,2014-10-26,2014-10-26,WATCHED. $218.6,O Príncipe do Egito,The Prince of Egypt,https://www.imdb.com/title/tt0120794/,Filme,7.2,99,1998,"Animação, Aventura, Drama, Família, Fantasia, Musical",160821,1998-12-25,"Brenda Chapman, Steve Hickner, Simon Wells",218.6,2.208080808080808,1998.0
633,tt0790724,2014-10-26,2014-10-26,DIDN'T WATCH. $218.3,Jack Reacher: O Último Tiro,Jack Reacher,https://www.imdb.com/title/tt0790724/,Filme,7.0,130,2012,"Ação, Suspense",390062,2013-01-11,Christopher McQuarrie,218.3,1.6792307692307693,2013.0
634,tt0369339,2014-10-26,2014-10-26,DIDN'T WATCH. $217.8,Colateral,Collateral,https://www.imdb.com/title/tt0369339/,Filme,7.5,120,2004,"Ação, Policial, Drama, Suspense",465413,2004-08-27,Michael Mann,217.8,1.8150000000000002,2004.0
635,tt0829150,2014-11-11,2015-11-13,WILL WATCH. $217.1,Drácula: A História Nunca Contada,Dracula Untold,https://www.imdb.com/title/tt0829150/,Filme,6.2,92,2014,"Ação, Drama, Fantasia, Terror",222150,2014-10-23,Gary Shore,217.1,2.359782608695652,2014.0
636,tt1489889,2016-09-08,2016-11-06,DIDN'T WATCH. $217.0,Um Espião e Meio,Central Intelligence,https://www.imdb.com/title/tt1489889/,Filme,6.3,107,2016,"Ação, Comédia, Policial",237165,2016-08-11,Rawson Marshall Thurber,217.0,2.02803738317757,2016.0
637,tt4877122,2017-10-25,2017-12-06,"DIDN'T WATCH. $216.9still ongoing, not yet final",Emoji: O Filme,The Emoji Movie,https://www.imdb.com/title/tt4877122/,Filme,3.5,86,2017,"Animação, Aventura, Comédia, Família, Fantasia, Ficção científica",79138,2017-08-31,Tony Leondis,216.9,2.522093023255814,2017.0
638,tt0405159,2014-10-26,2014-10-26,DIDN'T WATCH. $216.8,Menina de Ouro,Million Dollar Baby,https://www.imdb.com/title/tt0405159/,Filme,8.1,132,2004,"Drama, Esportes",763378,2005-02-11,Clint Eastwood,216.8,1.6424242424242426,2005.0
639,tt2637276,2015-09-18,2016-01-29,WILL WATCH. $216.7,Ted 2,Ted 2,https://www.imdb.com/title/tt2637276/,Filme,6.3,115,2015,Comédia,259077,2015-08-27,Seth MacFarlane,216.7,1.8843478260869564,2015.0
640,tt1454029,2014-10-26,2014-10-26,WATCHED. $216.6,Histórias Cruzadas,The Help,https://www.imdb.com/title/tt1454029/,Filme,8.1,146,2011,Drama,526549,2012-02-03,Tate Taylor,216.6,1.4835616438356165,2012.0
641,tt0096320,2014-10-26,2014-10-26,DIDN'T WATCH. $216.6,Irmãos Gêmeos,Twins,https://www.imdb.com/title/tt0096320/,Filme,6.2,107,1988,"Comédia, Policial",148218,1989-02-24,Ivan Reitman,216.6,2.0242990654205606,1989.0
642,tt0817230,2014-10-26,2014-10-26,WATCHED. $216.5,Idas e Vindas do Amor,Valentine's Day,https://www.imdb.com/title/tt0817230/,Filme,5.8,125,2010,"Comédia, Romance",130450,2010-02-19,Garry Marshall,216.5,1.732,2010.0
643,tt1284575,2014-10-26,2014-10-26,DIDN'T WATCH. $216.2,Professora Sem Classe,Bad Teacher,https://www.imdb.com/title/tt1284575/,Filme,5.7,92,2011,"Comédia, Romance",222325,2011-08-19,Jake Kasdan,216.2,2.35,2011.0
644,tt0109444,2014-10-26,2014-10-26,DIDN'T WATCH. $215.9,Perigo Real e Imediato,Clear and Present Danger,https://www.imdb.com/title/tt0109444/,Filme,6.9,141,1994,"Ação, Policial, Drama, Suspense",115809,1994-09-30,Phillip Noyce,215.9,1.5312056737588653,1994.0
645,tt0055254,2014-10-26,2014-10-26,WATCHED. $215.9,101 Dálmatas,One Hundred and One Dalmatians,https://www.imdb.com/title/tt0055254/,Filme,7.3,79,1961,"Animação, Aventura, Comédia, Família",195702,1961-01-25,"Clyde Geronimi, Hamilton Luske, Wolfgang Reitherman",215.9,2.732911392405063,1961.0
646,tt0103874,2014-10-26,2014-10-26,WATCHED. $215.9,Drácula de Bram Stoker,Bram Stoker's Dracula,https://www.imdb.com/title/tt0103874/,Filme,7.4,128,1992,"Fantasia, Terror, Romance",267873,1992-12-25,Francis Ford Coppola,215.9,1.68671875,1992.0
647,tt0190865,2014-10-26,2014-10-26,DIDN'T WATCH. $215.7,Limite Vertical,Vertical Limit,https://www.imdb.com/title/tt0190865/,Filme,6.0,124,2000,"Ação, Aventura, Drama, Esportes, Suspense",68962,2001-02-09,Martin Campbell,215.7,1.739516129032258,2001.0
648,tt0097428,2014-10-26,2014-10-26,WATCHED. $215.4,Os Caça-Fantasmas 2,Ghostbusters II,https://www.imdb.com/title/tt0097428/,Filme,6.6,108,1989,"Ação, Comédia, Fantasia, Ficção científica",239041,1989-12-14,Ivan Reitman,215.4,1.9944444444444445,1989.0
649,tt0187393,2014-10-26,2014-10-26,DIDN'T WATCH. $215.3,O Patriota,The Patriot,https://www.imdb.com/title/tt0187393/,Filme,7.2,165,2000,"Ação, Drama, Guerra",311535,2000-07-21,Roland Emmerich,215.3,1.304848484848485,2000.0
650,tt0963966,2014-10-26,2014-10-26,WATCHED. $215.3,O Aprendiz de Feiticeiro,The Sorcerer's Apprentice,https://www.imdb.com/title/tt0963966/,Filme,6.1,109,2010,"Ação, Aventura, Família, Fantasia",176276,2010-08-13,Jon Turteltaub,215.3,1.9752293577981652,2010.0
651,tt1564367,2014-10-26,2014-10-26,DIDN'T WATCH. $214.9,Esposa de Mentirinha,Just Go with It,https://www.imdb.com/title/tt1564367/,Filme,6.4,117,2011,"Comédia, Romance",288317,2011-03-04,Dennis Dugan,214.9,1.8367521367521369,2011.0
652,tt2333784,2014-10-26,2017-01-20,WILL WATCH. $214.7,Os Mercenários 3,The Expendables 3,https://www.imdb.com/title/tt2333784/,Filme,6.1,126,2014,"Ação, Aventura, Comédia, Policial, Suspense",205526,2014-08-21,Patrick Hughes,214.7,1.703968253968254,2014.0
653,tt1152836,2014-10-26,2014-10-26,DIDN'T WATCH. $214.1,Inimigos Públicos,Public Enemies,https://www.imdb.com/title/tt1152836/,Filme,6.9,140,2009,"Biografia, Policial, Drama, História",334199,2009-07-24,Michael Mann,214.1,1.5292857142857141,2009.0
654,tt0258463,2014-10-26,2014-10-26,WATCHED. $214.0,A Identidade Bourne,The Bourne Identity,https://www.imdb.com/title/tt0258463/,Filme,7.8,119,2002,"Ação, Mistério, Suspense",611121,2002-10-11,Doug Liman,214.0,1.7983193277310925,2002.0
655,tt0109635,2014-10-26,2014-10-26,DIDN'T WATCH. $214.0,Assédio Sexual,Disclosure,https://www.imdb.com/title/tt0109635/,Filme,6.2,128,1994,"Drama, Suspense",57938,1995-01-25,Barry Levinson,214.0,1.671875,1995.0
656,tt0092890,2014-10-26,2014-10-26,WILL WATCH. $214.0,Dirty Dancing: Ritmo quente,Dirty Dancing,https://www.imdb.com/title/tt0092890/,Filme,7.1,100,1987,"Drama, Musical, Romance",278803,1988-01-28,Emile Ardolino,214.0,2.14,1988.0
657,tt0110912,2014-10-26,2014-10-26,DIDN'T WATCH. $213.9,Pulp Fiction: Tempo de Violência,Pulp Fiction,https://www.imdb.com/title/tt0110912/,Filme,8.8,154,1994,"Policial, Drama",2421733,1995-03-03,Quentin Tarantino,213.9,1.388961038961039,1995.0
658,tt0338751,2014-10-26,2014-10-26,DIDN'T WATCH. $213.7,O Aviador,The Aviator,https://www.imdb.com/title/tt0338751/,Filme,7.5,170,2004,"Biografia, Drama",406471,2005-02-11,Martin Scorsese,213.7,1.2570588235294118,2005.0
659,tt0190332,2014-10-26,2014-10-26,WATCHED. $213.5,O Tigre e o Dragão,Wo hu cang long,https://www.imdb.com/title/tt0190332/,Filme,7.9,120,2000,"Ação, Aventura, Drama, Fantasia, Romance",293470,2001-02-16,Ang Lee,213.5,1.7791666666666666,2001.0
660,tt2180411,2015-04-01,2016-03-17,WILL WATCH. $213.1,Caminhos da Floresta,Into the Woods,https://www.imdb.com/title/tt2180411/,Filme,5.9,125,2014,"Aventura, Comédia, Drama, Família, Fantasia, Musical",153382,2015-01-29,Rob Marshall,213.1,1.7047999999999999,2015.0
661,tt0960731,2014-10-26,2014-10-26,WATCHED. $212.9,Um Faz de Conta Que Acontece,Bedtime Stories,https://www.imdb.com/title/tt0960731/,Filme,6.0,99,2008,"Aventura, Comédia, Família, Fantasia, Romance, Ficção científica",105997,2009-01-23,Adam Shankman,212.9,2.1505050505050507,2009.0
662,tt0212346,2014-10-26,2014-10-26,WATCHED. $212.7,Miss Simpatia,Miss Congeniality,https://www.imdb.com/title/tt0212346/,Filme,6.4,109,2000,"Ação, Comédia, Policial, Romance",247100,2001-04-27,Donald Petrie,212.7,1.9513761467889907,2001.0
663,tt0137494,2014-10-26,2014-10-26,WATCHED. $212.4,Armadilha,Entrapment,https://www.imdb.com/title/tt0137494/,Filme,6.3,113,1999,"Ação, Policial, Romance, Suspense",129487,1999-06-03,Jon Amiel,212.4,1.879646017699115,1999.0
664,tt0112281,2014-10-26,2014-10-26,DIDN'T WATCH. $212.4,Ace Ventura 2: Um Maluco na África,Ace Ventura: When Nature Calls,https://www.imdb.com/title/tt0112281/,Filme,6.4,90,1995,"Aventura, Comédia, Policial",248309,1995-12-25,Steve Oedekerk,212.4,2.36,1995.0
665,tt0311113,2014-10-26,2014-10-26,DIDN'T WATCH. $212.0,Mestre dos Mares: O Lado Mais Distante do Mundo,Master and Commander: The Far Side of the World,https://www.imdb.com/title/tt0311113/,Filme,7.5,138,2003,"Ação, Aventura, Drama, Guerra",254478,2004-01-30,Peter Weir,212.0,1.536231884057971,2004.0
666,tt0146675,2014-10-26,2014-10-26,DIDN'T WATCH. $212.0,Fim dos Dias,End of Days,https://www.imdb.com/title/tt0146675/,Filme,5.8,122,1999,"Ação, Fantasia, Terror, Suspense",122348,1999-12-03,Peter Hyams,212.0,1.7377049180327868,1999.0
667,tt1473832,2017-01-20,2017-01-20,WILL WATCH. $212.0,O Bebê de Bridget Jones,Bridget Jones's Baby,https://www.imdb.com/title/tt1473832/,Filme,6.4,123,2016,"Comédia, Drama, Romance",90972,2016-09-29,Sharon Maguire,212.0,1.7235772357723578,2016.0
668,tt1217613,2014-10-26,2014-10-26,WATCHED. $211.8,Invasão do Mundo: Batalha de Los Angeles,Battle: Los Angeles,https://www.imdb.com/title/tt1217613/,Filme,5.7,116,2011,"Ação, Aventura, Ficção científica",190133,2011-03-18,Jonathan Liebesman,211.8,1.8258620689655174,2011.0
669,tt2713180,2015-01-14,2015-02-15,WILL WATCH. $211.8,Corações de Ferro,Fury,https://www.imdb.com/title/tt2713180/,Filme,7.6,134,2014,"Ação, Drama, Guerra",604400,2015-02-05,David Ayer,211.8,1.5805970149253732,2015.0
670,tt1231583,2014-10-26,2014-10-26,DIDN'T WATCH. $211.8,Um Parto de Viagem,Due Date,https://www.imdb.com/title/tt1231583/,Filme,6.5,95,2010,"Comédia, Drama",370880,2010-11-05,Todd Phillips,211.8,2.2294736842105265,2010.0
671,tt0320661,2014-10-26,2014-10-26,DIDN'T WATCH. $211.7,Cruzada,Kingdom of Heaven,https://www.imdb.com/title/tt0320661/,Filme,7.3,144,2005,"Ação, Aventura, Drama, História, Guerra",350917,2005-05-06,Ridley Scott,211.7,1.4701388888888889,2005.0
672,tt0097757,2014-10-26,2014-10-26,WATCHED. $211.3,A Pequena Sereia,The Little Mermaid,https://www.imdb.com/title/tt0097757/,Filme,7.6,83,1989,"Animação, Aventura, Família, Fantasia, Musical, Romance",310555,1990-11-30,"Ron Clements, John Musker",211.3,2.545783132530121,1990.0
673,tt0455824,2014-10-26,2014-10-26,DIDN'T WATCH. $211.3,Austrália,Australia,https://www.imdb.com/title/tt0455824/,Filme,6.6,165,2008,"Aventura, Drama, Romance, Guerra, Faroeste",133516,2009-01-23,Baz Luhrmann,211.3,1.2806060606060607,2009.0
674,tt1136608,2014-10-26,2014-10-26,WATCHED. $210.8,Distrito 9,District 9,https://www.imdb.com/title/tt1136608/,Filme,7.9,112,2009,"Ação, Ficção científica, Suspense",750306,2009-10-16,Neill Blomkamp,210.8,1.8821428571428573,2009.0
675,tt0112573,2014-10-26,2014-10-26,WATCHED. $210.4,Coração Valente,Braveheart,https://www.imdb.com/title/tt0112573/,Filme,8.3,178,1995,"Biografia, Drama, Guerra",1156833,1995-07-14,Mel Gibson,210.4,1.1820224719101124,1995.0
676,tt0079574,2014-10-26,2014-10-26,DIDN'T WATCH. $210.3,007 Contra o Foguete da Morte,Moonraker,https://www.imdb.com/title/tt0079574/,Filme,6.3,126,1979,"Ação, Aventura, Ficção científica, Suspense",116787,1979-09-05,Lewis Gilbert,210.3,1.6690476190476191,1979.0
677,tt0230600,2014-10-26,2014-10-26,WATCHED. $209.9,Os Outros,The Others,https://www.imdb.com/title/tt0230600/,Filme,7.6,101,2001,"Terror, Mistério, Suspense",425156,2001-11-01,Alejandro Amenábar,209.9,2.0782178217821783,2001.0
678,tt1499658,2014-10-26,2014-10-26,DIDN'T WATCH. $209.6,Quero Matar Meu Chefe,Horrible Bosses,https://www.imdb.com/title/tt1499658/,Filme,6.9,98,2011,"Comédia, Policial",486722,2011-08-05,Seth Gordon,209.6,2.1387755102040815,2011.0
679,tt0289765,2014-10-26,2014-10-26,DIDN'T WATCH. $209.2,Dragão Vermelho,Red Dragon,https://www.imdb.com/title/tt0289765/,Filme,7.2,124,2002,"Policial, Drama, Suspense",310687,2002-11-01,Brett Ratner,209.2,1.6870967741935483,2002.0
680,tt1964418,2015-07-01,2017-09-07,WATCHED. $209.2,Tomorrowland - Um Lugar Onde Nada é Impossível,Tomorrowland,https://www.imdb.com/title/tt1964418/,Filme,6.4,130,2015,"Ação, Aventura, Família, Fantasia, Mistério, Ficção científica",199099,2015-06-04,Brad Bird,209.2,1.6092307692307692,2015.0
681,tt0339291,2014-10-26,2014-10-26,WATCHED. $209.1,Desventuras em Série,A Series of Unfortunate Events,https://www.imdb.com/title/tt0339291/,Filme,6.8,108,2004,"Aventura, Comédia, Família, Fantasia",230698,2005-01-21,Brad Silberling,209.1,1.9361111111111111,2005.0
682,tt1599348,2014-10-26,2014-10-26,DIDN'T WATCH. $208.1,Protegendo o Inimigo,Safe House,https://www.imdb.com/title/tt1599348/,Filme,6.7,115,2012,"Ação, Suspense",249093,2012-03-16,Daniel Espinosa,208.1,1.8095652173913044,2012.0
683,tt2674426,2016-09-08,2017-10-25,WATCHED. $207.9,Como Eu Era Antes de Você,Me Before You,https://www.imdb.com/title/tt2674426/,Filme,7.4,110,2016,"Drama, Romance",331657,2016-06-16,Thea Sharrock,207.9,1.8900000000000001,2016.0
684,tt0257076,2014-10-26,2014-10-26,DIDN'T WATCH. $207.7,S.W.A.T.: Comando Especial,S.W.A.T.,https://www.imdb.com/title/tt0257076/,Filme,6.1,117,2003,"Ação, Aventura, Policial, Suspense",159626,2003-11-28,Clark Johnson,207.7,1.7752136752136751,2003.0
685,tt0181865,2014-10-26,2014-10-26,DIDN'T WATCH. $207.5,Traffic - Ninguém Sai Limpo,Traffic,https://www.imdb.com/title/tt0181865/,Filme,7.5,147,2000,"Policial, Drama, Suspense",229861,2001-03-16,Steven Soderbergh,207.5,1.41156462585034,2001.0
686,tt1981128,2017-11-20,2017-12-06,"DIDN'T WATCH. $207.5still ongoing, not yet final",Tempestade: Planeta em Fúria,Geostorm,https://www.imdb.com/title/tt1981128/,Filme,5.4,111,2017,"Ação, Ficção científica, Suspense",132081,2017-10-19,Dean Devlin,207.5,1.8693693693693694,2017.0
687,tt0232500,2014-10-26,2014-10-26,WATCHED. $207.3,Velozes & Furiosos,The Fast and the Furious,https://www.imdb.com/title/tt0232500/,Filme,6.8,106,2001,"Ação, Policial, Suspense",454891,2001-09-28,Rob Cohen,207.3,1.9556603773584906,2001.0
688,tt1778304,2014-10-26,2014-10-26,WATCHED. $207.0,Atividade Paranormal 3,Paranormal Activity 3,https://www.imdb.com/title/tt1778304/,Filme,5.8,83,2011,"Terror, Mistério, Suspense",104183,2011-10-21,"Henry Joost, Ariel Schulman",207.0,2.4939759036144578,2011.0
689,tt0107818,2014-10-26,2014-10-26,DIDN'T WATCH. $206.7,Filadélfia,Philadelphia,https://www.imdb.com/title/tt0107818/,Filme,7.7,125,1993,Drama,272949,1994-03-04,Jonathan Demme,206.7,1.6536,1994.0
